"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"V.3.16_FINALE_(25.09)_all_scenarios base copy.nlogo"
"Scenario A1 (sostituzione prodotto)"
"10/15/2024 18:20:18:986 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","8","8","8","8","8","8","8","8","8","8","8","9","9","9","9","9","9","9","9","9","9","9","10","10","10","10","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","12","12","12","12","12","12","12","12","12","12","12","13","13","13","13","13","13","13","13","13","13","13","14","14","14","14","14","14","14","14","14","14","14","15","15","15","15","15","15","15","15","15","15","15","16","16","16","16","16","16","16","16","16","16","16","17","17","17","17","17","17","17","17","17","17","17","18","18","18","18","18","18","18","18","18","18","18","19","19","19","19","19","19","19","19","19","19","19","20","20","20","20","20","20","20","20","20","20","20"
"n-companies","5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,,"5",,,,,,,,,,
"n-users","50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,,"50",,,,,,,,,,
"file-name-m1","Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,,"Reprocessing_matrix_food.csv",,,,,,,,,,
"file-name-m2","Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,,"Input_data_products_food.csv",,,,,,,,,,
"trigger-max","2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,,"2",,,,,,,,,,
"limit-cons-per-user","0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,,"0.5",,,,,,,,,,
"food-industry","true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,
"fashion-industry","false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,
"reprocessing","false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"false",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,,"true",,,,,,,,,,
"multiplier-scenario","3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,,"3",,,,,,,,,,
"[total steps]","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700","700"

"[final value]","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr","[step]","mean-excluding-zeros sa-purchases","mean-excluding-zeros sa-sust-purch","mean-excluding-zeros sa-sust-global","mean-excluding-zeros sa-sust-global-primary","mean-excluding-zeros sa-sust-global-reprocessed","mean-excluding-zeros sa-price-global","mean-excluding-zeros sa-price-global-primary","mean-excluding-zeros sa-price-global-reprocessed","mean-excluding-zeros sa-reprocessed-%","mean-excluding-zeros sa-purch-repr"
,"700","25.4726368159204","0.4246513483724665","0.3920249473727157","0.3920249473727157","0","17.027772859304935","17.02777285930494","0","0","0","700","22.51741293532338","0.47038665171383715","0.4154415337103198","0.41544153371031983","0","17.85568586559486","17.85568586559486","0","0","0","700","26.776119402985074","0.49042113213708793","0.41116450602855353","0.41116450602855364","0","17.238706131535587","17.238706131535587","0","0","0","700","22.27363184079602","0.485317400299491","0.42689462510018356","0.4268946251001835","0","16.82713271603106","16.827132716031056","0","0","0","700","25.72139303482587","0.421672776032953","0.3957663275432791","0.39576632754327906","0","17.662855329974484","17.662855329974487","0","0","0","700","27.079601990049753","0.41126362620775087","0.3877970541456423","0.3877970541456425","0","17.579840348649","17.579840348649","0","0","0","700","23.37313432835821","0.47297591154404484","0.41288930093466486","0.4128893009346649","0","17.390046076900557","17.390046076900553","0","0","0","700","23.37313432835821","0.4756254631690278","0.42279271978790267","0.4227927197879027","0","17.381495149923275","17.381495149923275","0","0","0","700","25.70149253731343","0.46426321306700263","0.4241048208411803","0.42410482084118034","0","17.8298453756931","17.8298453756931","0","0","0","700","22.696517412935325","0.45628214764756964","0.4099510435821041","0.40995104358210416","0","17.08339444111133","17.083394441111327","0","0","0","700","13.557213930348258","0.7667158252929152","0.6142637016365959","0.41825040517796896","0.9722911236877196","17.579662653350688","16.702757340451015","19.168173283715536","0.35365889017572744","8.512437810945274","700","12.442786069651742","0.7923479000927869","0.6594447521808959","0.4922592815970083","0.9779522363105784","17.657479709904205","16.845868687840227","19.211045128157792","0.34416018404574256","7.736318407960199","700","11.502487562189055","0.7435802087550394","0.6407770246577598","0.43878078062291326","0.9693873585335857","17.098632647857197","16.01250861923407","18.863688077199658","0.3805789303309765","7.2","700","14.35323383084577","0.7631367636521362","0.6580367531882891","0.4782647865292491","0.9848305067702178","17.413417913216534","16.524822159440873","19.02540239480348","0.35486298142593026","8.16915422885572","700","12.348258706467663","0.7567104911601982","0.6224751889860707","0.42635481633468303","0.9654662464998895","17.424935178431056","16.4937174499667","19.048433819217927","0.363658649024813","7.595","700","15.54726368159204","0.7779851555577832","0.5935179931770922","0.4316709993158207","0.9430635651508513","17.525154952565405","16.973869637966143","18.6729243089309","0.31545565185548285","9.955223880597014","700","11.059701492537313","0.8268719993154591","0.6493026618925962","0.474264169085326","0.9828427758351109","19.10213826920325","19.314703943234807","18.69342073569427","0.3440085963785702","8.025","700","12.90547263681592","0.7870770533086286","0.6491767892901723","0.4566436957981631","0.9811540983657224","17.24358227944137","16.14290698453235","19.135142054046558","0.36705188675766953","8.497512437810945","700","12.16915422885572","0.8213085293446403","0.6249637705620233","0.44670015083281767","0.9676233461589747","16.949839909790274","16.04356249294519","18.681621969605114","0.3420820572249349","8.701492537313433","700","13.189054726368159","0.7884031904568557","0.6435756721408898","0.4651720368405749","0.9802501899041905","17.338459386414048","16.445533119179363","19.012805745093235","0.3461870023809751","8.293532338308458"
